https://38.media.tumblr.com/9f6c25cc350f12aa74a7dc386a5c4985/tumblr_mevmyaKtDf1rgvhr8o1_500.gif	a man is glaring, and someone with sunglasses appears.
https://38.media.tumblr.com/9ead028ef62004ef6ac2b92e52edd210/tumblr_nok4eeONTv1s2yegdo1_400.gif	a cat tries to catch a mouse on a tablet
https://38.media.tumblr.com/9f43dc410be85b1159d1f42663d811d7/tumblr_mllh01J96X1s9npefo1_250.gif	a man dressed in red is dancing.
https://38.media.tumblr.com/9f659499c8754e40cf3f7ac21d08dae6/tumblr_nqlr0rn8ox1r2r0koo1_400.gif	an animal comes close to another in the jungle
https://38.media.tumblr.com/9ed1c99afa7d71411884101cb054f35f/tumblr_mvtuwlhSkE1qbnleeo1_500.gif	a man in a hat adjusts his tie and makes a weird face.
https://38.media.tumblr.com/9e437d26769cb2ac4217df14dbb20034/tumblr_npw7v7W07C1tmj047o1_250.gif	someone puts a cat on wrapping paper then wraps it up and puts on a bow
https://38.media.tumblr.com/9e4ab65c0e7d4bb8aa6b5be854b83794/tumblr_mdlv9v6hE91qanrf2o1_r11_500.gif	a brunette woman is looking at the man
https://38.media.tumblr.com/9ecd3483028290171dcb5e920ff4e3bb/tumblr_nkcmeflaVj1u26rdio1_500.gif	a man on a bicycle is jumping over a fence.
https://38.media.tumblr.com/9f83754d20ce882224ae3392a8372ee8/tumblr_mkwd0y8Poo1qlnbq8o1_400.gif	a group of men are standing and staring in the same direction.
https://38.media.tumblr.com/9f4cb2977d5cd905f57293ac506b9db8/tumblr_msij5q4Run1qd76t9o1_500.gif	a man with black clothes is dancing sexy
https://38.media.tumblr.com/9e6fcb37722bf01996209bdf76708559/tumblr_np9xo74UgD1ux4g5vo1_250.gif	a boy is happy parking and see another boy
https://38.media.tumblr.com/881302bfd0245614cb165636887cfed6/tumblr_noncfelojf1uqmy01o1_500.gif	a man winks, and a man with a fork motions him to be quiet.
https://38.media.tumblr.com/886236e83a1a1b6ae9f4dc43509f2fe6/tumblr_nov5tja4g91rkmzrjo1_400.gif	a man walks into a room and sees a girl floating above the bed
https://38.media.tumblr.com/88817768f0c3b54c7a1b58908037ca1f/tumblr_nq7f66LEk41tzifluo1_400.gif	the vehicle is moving fast into the tunnel
https://38.media.tumblr.com/88de8efed91578715420f8a93c5e3da6/tumblr_nq3ofebQo51s4vpwjo1_500.gif	a beatles show, paul is on the front singing very enthusiastically
